date,type,description,key,source_module,observed_from,close_time,status
2015-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2016-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2016-03-25,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2016-03-28,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2016-05-02,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2016-05-30,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2016-08-29,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2016-12-23,EARLY_CLOSE,Christmas Eve (Early Close) (24 December 2016 is a Saturday; half day observed the preceding Friday),gb_lse_christmas_eve_early_close_shifted,module:gb_lse_early_closes,,12:30,CONFIRMED
2016-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2016-12-27,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,2016-12-25,,CONFIRMED
2016-12-30,EARLY_CLOSE,New Year's Eve (Early Close) (31 December 2016 is a Saturday; half day observed the preceding Friday),gb_lse_new_years_eve_early_close_shifted,module:gb_lse_early_closes,,12:30,CONFIRMED
2017-01-02,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,2017-01-01,,CONFIRMED
2017-04-14,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2017-04-17,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2017-05-01,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2017-05-29,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2017-08-28,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
